run_id,scenario,controller,n_agents,seed,packet_loss,latency_ms,comm_radius_m,k_neighbors,update_rate_hz,obstacle_update_rate_hz,local_dropout,local_latency_ms,local_pos_noise_m,local_vel_noise_mps,local_safety_dropout,local_safety_latency_ms,local_safety_update_rate_hz,local_safety_position_noise_std_m,local_safety_velocity_noise_std_mps,local_safety_latency_steps,local_safety_dropout_attempts,local_safety_dropout_holds,local_safety_realized_dropout_rate,horizon_s,dt_s,min_inter_agent_distance_m,min_obstacle_contact_boundary_margin_m,cumulative_collision_pairs,collision_rate_per_pair_step,cumulative_safety_violation_pairs,safety_violation_rate_per_pair_step,cumulative_obstacle_contacts,obstacle_contact_rate_per_agent_step,final_reached_fraction,mission_success,completion_time_s,final_mean_goal_distance_m,energy_proxy_accel2_s_per_agent,mean_messages_per_agent_per_update,runtime_s,runtime_ms_per_agent_step,scenario_description,pairwise_projection_calls,pairwise_projection_pair_adjustments,pairwise_projection_agent_adjustments,pairwise_projection_total_displacement_m,pairwise_projection_max_displacement_m,pairwise_projection_velocity_corrections,pairwise_projection_agent_adjustment_rate_per_agent_step,obstacle_projection_calls,obstacle_projection_agent_adjustments,obstacle_projection_total_displacement_m,obstacle_projection_max_displacement_m,obstacle_projection_velocity_corrections,obstacle_projection_agent_adjustment_rate_per_agent_step,projection_agent_adjustments,projection_agent_adjustment_rate_per_agent_step,projection_total_displacement_m,projection_mean_displacement_m_per_adjustment,projection_max_displacement_m,pre_projection_state_checks,pre_projection_collision_pairs,pre_projection_collision_rate_per_pair_step,pre_projection_obstacle_contacts,pre_projection_obstacle_contact_rate_per_agent_step,pre_projection_pairwise_violation_pairs,pre_projection_pairwise_violation_rate_per_pair_step,pre_projection_pairwise_violation_agent_steps,pre_projection_pairwise_violation_agent_rate_per_agent_step,pre_projection_pairwise_mean_penetration_m,pre_projection_pairwise_p95_penetration_m,pre_projection_pairwise_p99_penetration_m,pre_projection_pairwise_max_penetration_m,pre_projection_obstacle_violation_agent_steps,pre_projection_obstacle_violation_rate_per_agent_step,pre_projection_obstacle_mean_penetration_m,pre_projection_obstacle_p95_penetration_m,pre_projection_obstacle_p99_penetration_m,pre_projection_obstacle_max_penetration_m,pre_projection_obstacle_min_clearance_margin_m,local_condition,T90_s,T95_s,T99_s
corridor_obstacles__proposed__N200__pl20__lat050__seed1__noise_0p010_0p020,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.01,0.02,0.0,0.0,4.0,0.01,0.02,0,0,0,0.0,120.0,0.05,0.23394750672759726,0.36000099999999935,0,0.0,154,3.22311264778704e-06,0,0.0,1.0,True,68.4,0.15353302208627714,38.449154929168074,9.489189189189188,153.52475209720433,0.31971002102708107,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.02029686600928745,0.013042477559672553,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.02029686600928745,0.00405937320185749,0.013042477559672553,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.0040583732018574905,0.011040169912404127,0.01264121603021887,0.013041477559672554,-0.013041477559672554,noise_0p010_0p020,68.33333333333333,72.0,78.5
corridor_obstacles__proposed__N200__pl20__lat050__seed2__noise_0p010_0p020,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.01,0.02,0.0,0.0,4.0,0.01,0.02,0,0,0,0.0,120.0,0.05,0.29797494682022785,0.36000099999999935,0,0.0,126,2.6370921663712146e-06,0,0.0,1.0,True,68.65,0.1586302679699502,38.201314657302824,9.476528066528067,163.22086818423122,0.3399018496131429,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,4,4,0.007356059508956677,0.004401084920458181,4,8.333333333333334e-06,4,8.333333333333334e-06,0.007356059508956677,0.0018390148772391693,0.004401084920458181,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,8.333333333333334e-06,0.0018380148772391691,0.0040192896871030885,0.004323925873787162,0.0044000849204581804,-0.0044000849204581804,noise_0p010_0p020,68.66666666666667,72.33333333333333,80.0
corridor_obstacles__proposed__N200__pl20__lat050__seed3__noise_0p010_0p020,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.01,0.02,0.0,0.0,4.0,0.01,0.02,0,0,0,0.0,120.0,0.05,0.28238171017805525,0.360000999999999,0,0.0,172,3.5998401001257853e-06,0,0.0,1.0,True,69.8,0.16172822092216485,39.19641298197312,9.482588357588357,148.10178688913584,0.30841688231806713,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,2,2,0.003434406436714164,0.0027546894882924658,2,4.166666666666667e-06,2,4.166666666666667e-06,0.003434406436714164,0.001717203218357082,0.0027546894882924658,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,4.166666666666667e-06,0.001716203218357082,0.002649940861298927,0.002732939762893758,0.0027536894882924656,-0.0027536894882924656,noise_0p010_0p020,69.66666666666667,72.5,80.5
corridor_obstacles__proposed__N200__pl20__lat050__seed4__noise_0p010_0p020,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.01,0.02,0.0,0.0,4.0,0.01,0.02,0,0,0,0.0,120.0,0.05,0.2790351159854646,0.36000099999999935,0,0.0,251,5.253255029834721e-06,0,0.0,1.0,True,69.45,0.16074631338271178,38.64433695833254,9.496850311850311,151.3266704431735,0.3151325915101489,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,7,7,0.019577562223933278,0.006412299716995389,7,1.4583333333333333e-05,7,1.4583333333333333e-05,0.019577562223933278,0.0027967946034190396,0.006412299716995389,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,1.4583333333333333e-05,0.002795794603419039,0.005885556193573847,0.00630615101231108,0.006411299716995389,-0.006411299716995389,noise_0p010_0p020,69.4,71.5,79.5
corridor_obstacles__proposed__N200__pl20__lat050__seed0__noise_0p020_0p040,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.02,0.04,0.0,0.0,4.0,0.02,0.04,0,0,0,0.0,120.0,0.05,0.27776174359369815,0.3600009999999991,0,0.0,224,4.688163851326604e-06,0,0.0,1.0,True,69.0,0.1646787386570046,42.936627961806565,9.529740124740124,156.2259682752192,0.3253352109021641,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.005547271416831835,0.002008695074644156,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.005547271416831835,0.001109454283366367,0.002008695074644156,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.0011084542833663669,0.0018128527699481365,0.001968726613704952,0.0020076950746441558,-0.0020076950746441558,noise_0p020_0p040,69.0,72.375,80.0
corridor_obstacles__proposed__N200__pl20__lat050__seed1__noise_0p020_0p040,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.02,0.04,0.0,0.0,4.0,0.02,0.04,0,0,0,0.0,120.0,0.05,0.29002470423476917,0.36000099999999935,0,0.0,169,3.537052191402661e-06,0,0.0,1.0,True,68.5,0.1604484033333941,42.48252739289958,9.533513513513514,153.3307681470178,0.3193060561162387,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,2,2,0.0030171015527277727,0.002312358778881889,2,4.166666666666667e-06,2,4.166666666666667e-06,0.0030171015527277727,0.0015085507763638864,0.002312358778881889,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,4.166666666666667e-06,0.0015075507763638862,0.0022309779786300887,0.002295282618831529,0.002311358778881889,-0.002311358778881889,noise_0p020_0p040,68.5,71.33333333333333,76.0
corridor_obstacles__proposed__N200__pl20__lat050__seed2__noise_0p020_0p040,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.02,0.04,0.0,0.0,4.0,0.02,0.04,0,0,0,0.0,120.0,0.05,0.3159229278571079,0.360001,0,0.0,125,2.6161628634635067e-06,0,0.0,1.0,True,70.15,0.15811729170158823,42.86559715558094,9.518773388773388,154.69322386430576,0.3221433233325818,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,2,2,0.007230200720418743,0.005364628210689253,2,4.166666666666667e-06,2,4.166666666666667e-06,0.007230200720418743,0.0036151003602093714,0.005364628210689253,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,4.166666666666667e-06,0.0036141003602093713,0.005188675425641265,0.005328637653679655,0.005363628210689253,-0.005363628210689253,noise_0p020_0p040,70.125,72.0,78.25
corridor_obstacles__proposed__N200__pl20__lat050__seed3__noise_0p020_0p040,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.02,0.04,0.0,0.0,4.0,0.02,0.04,0,0,0,0.0,120.0,0.05,0.2873171414136189,0.36000094706835173,0,0.0,232,4.855598274588269e-06,0,0.0,1.0,True,68.65,0.1591228695842289,42.4631231824521,9.502442827442827,154.4421519273892,0.3216204746509563,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,8,8,0.03351923259429123,0.009311519270074424,8,1.6666666666666667e-05,8,1.6666666666666667e-05,0.03351923259429123,0.004189904074286404,0.009311519270074424,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8,1.6666666666666667e-05,0.004188904074286404,0.009081172573693685,0.009264649930798277,0.009310519270074424,-0.009310519270074424,noise_0p020_0p040,68.75,71.5,75.5
corridor_obstacles__proposed__N200__pl20__lat050__seed4__noise_0p020_0p040,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.02,0.04,0.0,0.0,4.0,0.02,0.04,0,0,0,0.0,120.0,0.05,0.32721872142405234,0.36000099999999857,0,0.0,177,3.704486614664325e-06,0,0.0,1.0,True,68.8,0.1630216807529909,42.53938847219202,9.463835758835758,152.47558191418648,0.3175251601711505,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,8,8,0.03333257108457598,0.009962663646027574,8,1.6666666666666667e-05,8,1.6666666666666667e-05,0.03333257108457598,0.004166571385571998,0.009962663646027574,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8,1.6666666666666667e-05,0.004165571385571998,0.00862665529902704,0.009694661976627467,0.009961663646027574,-0.009961663646027574,noise_0p020_0p040,69.0,71.0,75.5
corridor_obstacles__proposed__N200__pl20__lat050__seed0__noise_0p050_0p100,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.05,0.1,0.0,0.0,4.0,0.05,0.1,0,0,0,0.0,120.0,0.05,0.23458403096914518,0.3600009999999989,0,0.0,231,4.83466897168056e-06,0,0.0,1.0,True,68.25,0.1571893016333823,62.7171280639191,9.518866943866945,152.63441275199875,0.3178559199333585,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,4,4,0.010669951228344238,0.007993397907048198,4,8.333333333333334e-06,4,8.333333333333334e-06,0.010669951228344238,0.0026674878070860595,0.007993397907048198,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,8.333333333333334e-06,0.00266648780708606,0.007075928692143927,0.007809104064067343,0.007992397907048199,-0.007992397907048199,noise_0p050_0p100,68.25,70.75,75.0
corridor_obstacles__proposed__N200__pl20__lat050__seed1__noise_0p050_0p100,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.05,0.1,0.0,0.0,4.0,0.05,0.1,0,0,0,0.0,120.0,0.05,0.25536279165191583,0.3600009999999987,0,0.0,287,6.006709934512211e-06,0,0.0,1.0,True,69.25,0.16151041504665836,62.95790258524715,9.530613305613306,157.04284778004512,0.3270363344024263,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,6,6,0.018717370225167777,0.005907883234289673,6,1.25e-05,6,1.25e-05,0.018717370225167777,0.0031195617041946296,0.005907883234289673,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,1.25e-05,0.00311856170419463,0.005625685098781863,0.0058506436071881105,0.005906883234289673,-0.005906883234289673,noise_0p050_0p100,69.41666666666667,71.375,74.5
corridor_obstacles__proposed__N200__pl20__lat050__seed2__noise_0p050_0p100,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.05,0.1,0.0,0.0,4.0,0.05,0.1,0,0,0,0.0,120.0,0.05,0.23374756155045148,0.3600004818442287,0,0.0,227,4.750951760049728e-06,0,0.0,1.0,True,69.25,0.15876200981567748,62.088202388593366,9.497733887733888,158.00014387397096,0.3290298706246792,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,4,4,0.016662964404501653,0.007536414054171463,4,8.333333333333334e-06,4,8.333333333333334e-06,0.016662964404501653,0.004165741101125413,0.007536414054171463,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,8.333333333333334e-06,0.004164741101125413,0.007524829531124233,0.007533297149562017,0.007535414054171463,-0.007535414054171463,noise_0p050_0p100,69.5,72.66666666666667,78.5
corridor_obstacles__proposed__N200__pl20__lat050__seed3__noise_0p050_0p100,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.05,0.1,0.0,0.0,4.0,0.05,0.1,0,0,0,0.0,120.0,0.05,0.27354873436167376,0.36000099999999935,0,0.0,186,3.8928503408336976e-06,0,0.0,1.0,True,68.60000000000001,0.16075953555544564,62.760983216937795,9.487370062370063,157.4845483819954,0.3279561607288534,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.023232332742162378,0.008274520304628689,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.023232332742162378,0.004646466548432476,0.008274520304628689,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.004645466548432476,0.008018380342574094,0.00822249231221777,0.00827352030462869,-0.00827352030462869,noise_0p050_0p100,68.6,71.0,79.5
corridor_obstacles__proposed__N200__pl20__lat050__seed4__noise_0p050_0p100,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,0.05,0.1,0.0,0.0,4.0,0.05,0.1,0,0,0,0.0,120.0,0.05,0.2536116730787239,0.3600009999999991,0,0.0,227,4.750951760049728e-06,0,0.0,1.0,True,68.85000000000001,0.15678730927618592,61.75206813439812,9.510738045738046,154.4106179480441,0.32155480622249916,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,11,11,0.03640388342877634,0.00881721343167449,11,2.2916666666666667e-05,11,2.2916666666666667e-05,0.03640388342877634,0.003309443948070576,0.00881721343167449,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11,2.2916666666666667e-05,0.003308443948070576,0.008358706151283646,0.008724711975596322,0.008816213431674491,-0.008816213431674491,noise_0p050_0p100,68.66666666666667,72.0,77.5
corridor_obstacles__proposed__N200__pl20__lat050__seed0__combined_moderate,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.1,100.0,0.01,0.02,0.1,100.0,4.0,0.01,0.02,2,95800,9374,0.09784968684759916,120.0,0.05,0.23565466457985948,0.3600009999999991,0,0.0,184,3.850991735018282e-06,0,0.0,1.0,True,70.95,0.1628848426982197,44.69384409513642,9.52518711018711,153.0263905529864,0.3186722002352903,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,8,9,0.036036000262712774,0.012442813988934846,9,1.875e-05,9,1.875e-05,0.036036000262712774,0.004004000029190308,0.012442813988934846,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,1.875e-05,0.004003000029190308,0.011161971096319511,0.01218584541041178,0.012441813988934847,-0.012441813988934847,combined_moderate,71.0,74.0,76.5
corridor_obstacles__proposed__N200__pl20__lat050__seed1__combined_moderate,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.1,100.0,0.01,0.02,0.1,100.0,4.0,0.01,0.02,2,95800,9517,0.09934237995824635,120.0,0.05,0.17225564082428035,0.36000099999999957,0,0.0,155,3.2440419506947484e-06,0,0.0,1.0,True,70.25,0.1590394247074818,43.88424605620357,9.509469854469854,160.1882177819498,0.33358645935433107,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,3,3,0.021293439709760633,0.00973986419987635,3,6.25e-06,3,6.25e-06,0.021293439709760633,0.007097813236586877,0.00973986419987635,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,6.25e-06,0.007096813236586878,0.009385942173331352,0.009668279794567351,0.009738864199876351,-0.009738864199876351,combined_moderate,70.5,74.25,79.0
corridor_obstacles__proposed__N200__pl20__lat050__seed2__combined_moderate,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.1,100.0,0.01,0.02,0.1,100.0,4.0,0.01,0.02,2,95800,9460,0.09874739039665971,120.0,0.05,0.23692147303006778,0.3600010000000001,0,0.0,206,4.311436398987859e-06,0,0.0,1.0,True,70.25,0.15813823972738345,43.91907997456798,9.535114345114344,154.01037287898362,0.3207213096188747,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,3,3,0.009821457926604962,0.004779952895049926,3,6.25e-06,3,6.25e-06,0.009821457926604962,0.0032738193088683205,0.004779952895049926,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,6.25e-06,0.003272819308868321,0.004626577321716408,0.0047484777803832225,0.004778952895049926,-0.004778952895049926,combined_moderate,70.25,73.25,77.5
corridor_obstacles__proposed__N200__pl20__lat050__seed3__combined_moderate,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.1,100.0,0.01,0.02,0.1,100.0,4.0,0.01,0.02,2,95800,9506,0.09922755741127348,120.0,0.05,0.1800600948831911,0.36000099999999935,0,0.0,188,3.934708946649114e-06,0,0.0,1.0,True,71.45,0.15936647422722997,44.14628731606962,9.510155925155924,160.3118915911764,0.33384400581252893,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,5,5,0.0169826425673942,0.00643536316251389,5,1.0416666666666666e-05,5,1.0416666666666666e-05,0.0169826425673942,0.00339652851347884,0.00643536316251389,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0416666666666666e-05,0.0033955285134788403,0.005786486983571492,0.00630478792672541,0.00643436316251389,-0.00643436316251389,combined_moderate,71.5,77.0,84.0
corridor_obstacles__proposed__N200__pl20__lat050__seed4__combined_moderate,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.1,100.0,0.01,0.02,0.1,100.0,4.0,0.01,0.02,2,95800,9593,0.1001356993736952,120.0,0.05,0.2620585166696219,0.36000099999999935,0,0.0,169,3.537052191402661e-06,0,0.0,1.0,True,70.85000000000001,0.15778217136551864,44.70519853224622,9.521143451143452,155.49056952400133,0.32380376827155627,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,3,3,0.011733434307491988,0.005715047152038493,3,6.25e-06,3,6.25e-06,0.011733434307491988,0.003911144769163996,0.005715047152038493,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,6.25e-06,0.003910144769163996,0.005554805583486999,0.005682198838328194,0.005714047152038493,-0.005714047152038493,combined_moderate,70.875,74.75,80.5
corridor_obstacles__proposed__N200__pl20__lat050__seed0__combined_severe,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.2,250.0,0.02,0.04,0.2,250.0,4.0,0.02,0.04,5,95800,19038,0.19872651356993737,120.0,0.05,0.21153840992646267,0.3600009999999991,0,0.0,436,9.125176067760711e-06,0,0.0,1.0,True,72.65,0.16312079949748226,53.58313354725578,9.497775467775467,157.96851735329255,0.32896400948207527,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,9,9,0.03681390035681561,0.011939683663587967,9,1.875e-05,9,1.875e-05,0.03681390035681561,0.004090433372979512,0.011939683663587967,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,1.875e-05,0.004089433372979512,0.01034370968183773,0.01161968886723792,0.011938683663587968,-0.011938683663587968,combined_severe,72.66666666666667,75.0,82.0
corridor_obstacles__proposed__N200__pl20__lat050__seed1__combined_severe,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.2,250.0,0.02,0.04,0.2,250.0,4.0,0.02,0.04,5,95800,19201,0.20042797494780792,120.0,0.05,0.18032242619094332,0.3600009999999988,0,0.0,478,1.0004206789884449e-05,0,0.0,1.0,True,71.7,0.15625865936849528,54.11765806527974,9.50137214137214,147.94859948195517,0.30809787480623735,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,9,10,0.03216501291044798,0.006992956137655686,10,2.0833333333333333e-05,10,2.0833333333333333e-05,0.03216501291044798,0.003216501291044798,0.006992956137655686,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10,2.0833333333333333e-05,0.0032155012910447976,0.0060864736297054555,0.006810859636065641,0.006991956137655686,-0.006991956137655686,combined_severe,71.625,74.5,81.0
corridor_obstacles__proposed__N200__pl20__lat050__seed2__combined_severe,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.2,250.0,0.02,0.04,0.2,250.0,4.0,0.02,0.04,5,95800,19148,0.19987473903966596,120.0,0.05,0.2086834631861701,0.360000999999999,0,0.0,506,1.0590227271300275e-05,0,0.0,1.0,True,72.45,0.15830561331729118,53.92006920846876,9.521580041580041,160.35560756595805,0.333935042827901,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,6,6,0.02868176172487363,0.00725540975581515,6,1.25e-05,6,1.25e-05,0.02868176172487363,0.004780293620812272,0.00725540975581515,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,1.25e-05,0.004779293620812271,0.0067571052079823946,0.007154948846248599,0.00725440975581515,-0.00725440975581515,combined_severe,72.5,75.7,81.5
corridor_obstacles__proposed__N200__pl20__lat050__seed3__combined_severe,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.2,250.0,0.02,0.04,0.2,250.0,4.0,0.02,0.04,5,95800,19048,0.19883089770354906,120.0,0.05,0.17883989203565348,0.3600009999999991,0,0.0,542,1.1343682175977765e-05,0,0.0,1.0,True,72.5,0.15887644240219637,54.159510090348924,9.480041580041581,157.15649250289425,0.32727299563284934,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,7,7,0.017533550355426277,0.004584568409668448,7,1.4583333333333333e-05,7,1.4583333333333333e-05,0.017533550355426277,0.0025047929079180394,0.004584568409668448,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,1.4583333333333333e-05,0.0025037929079180393,0.0042469168058687275,0.0045162380889085035,0.004583568409668448,-0.004583568409668448,combined_severe,72.5,77.25,83.5
corridor_obstacles__proposed__N200__pl20__lat050__seed4__combined_severe,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.2,250.0,0.02,0.04,0.2,250.0,4.0,0.02,0.04,5,95800,19146,0.19985386221294363,120.0,0.05,0.20948739419054074,0.36000099999999957,0,0.0,498,1.042279284803861e-05,0,0.0,1.0,True,72.9,0.15709875474274348,54.129623531681936,9.480051975051975,153.84354267967865,0.3203738914612217,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,9,9,0.033839942283699985,0.008989345659935115,9,1.875e-05,9,1.875e-05,0.033839942283699985,0.0037599935870777763,0.008989345659935115,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,1.875e-05,0.0037589935870777757,0.0076396691464968285,0.008718610357247457,0.008988345659935115,-0.008988345659935115,combined_severe,73.0,76.0,81.5
