run_id,scenario,controller,n_agents,seed,packet_loss,latency_ms,comm_radius_m,k_neighbors,update_rate_hz,obstacle_update_rate_hz,local_safety_dropout,local_safety_latency_ms,local_safety_update_rate_hz,local_safety_position_noise_std_m,local_safety_velocity_noise_std_mps,horizon_s,dt_s,min_inter_agent_distance_m,min_obstacle_contact_boundary_margin_m,cumulative_collision_pairs,collision_rate_per_pair_step,cumulative_safety_violation_pairs,safety_violation_rate_per_pair_step,cumulative_obstacle_contacts,obstacle_contact_rate_per_agent_step,final_reached_fraction,mission_success,completion_time_s,final_mean_goal_distance_m,energy_proxy_accel2_s_per_agent,mean_messages_per_agent_per_update,runtime_s,runtime_ms_per_agent_step,scenario_description,pairwise_projection_calls,pairwise_projection_pair_adjustments,pairwise_projection_agent_adjustments,pairwise_projection_total_displacement_m,pairwise_projection_max_displacement_m,pairwise_projection_velocity_corrections,pairwise_projection_agent_adjustment_rate_per_agent_step,obstacle_projection_calls,obstacle_projection_agent_adjustments,obstacle_projection_total_displacement_m,obstacle_projection_max_displacement_m,obstacle_projection_velocity_corrections,obstacle_projection_agent_adjustment_rate_per_agent_step,projection_agent_adjustments,projection_agent_adjustment_rate_per_agent_step,projection_total_displacement_m,projection_mean_displacement_m_per_adjustment,projection_max_displacement_m,pre_projection_state_checks,pre_projection_collision_pairs,pre_projection_collision_rate_per_pair_step,pre_projection_obstacle_contacts,pre_projection_obstacle_contact_rate_per_agent_step,pre_projection_pairwise_violation_pairs,pre_projection_pairwise_violation_rate_per_pair_step,pre_projection_pairwise_violation_agent_steps,pre_projection_pairwise_violation_agent_rate_per_agent_step,pre_projection_pairwise_mean_penetration_m,pre_projection_pairwise_p95_penetration_m,pre_projection_pairwise_p99_penetration_m,pre_projection_pairwise_max_penetration_m,pre_projection_obstacle_violation_agent_steps,pre_projection_obstacle_violation_rate_per_agent_step,pre_projection_obstacle_mean_penetration_m,pre_projection_obstacle_p95_penetration_m,pre_projection_obstacle_p99_penetration_m,pre_projection_obstacle_max_penetration_m,pre_projection_obstacle_min_clearance_margin_m
corridor_obstacles__proposed__N200__pl00__lat050__seed4,corridor_obstacles,proposed,200,4,0.0,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.23893716780454946,0.3537620391421459,0,0.0,129,2.6998800750943387e-06,0,0.0,1.0,True,69.0,0.16100758526807846,36.65071187875005,11.888399168399168,140.7616149513051,0.2931312264708561,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,280,0.0005833333333333334,0.0029657307241592857,0.005597961305576571,0.006120040821199257,0.006237960857854219,-0.006237960857854219
corridor_obstacles__proposed__N200__pl10__lat000__seed0,corridor_obstacles,proposed,200,0,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2859778321749801,0.34211594605012974,0,0.0,140,2.9301024070791273e-06,0,0.0,1.0,True,68.45,0.15893521982077155,36.70175695450672,10.687577962577963,140.64897222304717,0.29289665185974006,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,271,0.0005645833333333334,0.008118918195437802,0.017443390280996063,0.017804005195341067,0.01788405394987036,-0.01788405394987036
corridor_obstacles__proposed__N200__pl10__lat000__seed1,corridor_obstacles,proposed,200,1,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2867687361013412,0.34941983110886043,0,0.0,129,2.6998800750943387e-06,0,0.0,1.0,True,69.45,0.16087708529621753,37.038199099009105,10.678430353430354,141.43318421766162,0.2945297463924648,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,152,0.00031666666666666665,0.00531380272208859,0.01051098713629518,0.01056109983773018,0.010580168891139552,-0.010580168891139552
corridor_obstacles__proposed__N200__pl10__lat000__seed2,corridor_obstacles,proposed,200,2,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2767448524047583,0.3495115436759526,0,0.0,127,2.658021469278923e-06,0,0.0,1.0,True,68.25,0.15992369789652575,36.97025699005429,10.683471933471933,139.2156947767362,0.2899119008261895,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,349,0.0007270833333333334,0.003606481371679658,0.008310019525427977,0.010365115155531237,0.01048845632404749,-0.01048845632404749
corridor_obstacles__proposed__N200__pl10__lat000__seed3,corridor_obstacles,proposed,200,3,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2196032144705238,0.34326617475249666,0,0.0,117,2.4487284402018422e-06,0,0.0,1.0,True,68.55,0.1595241521413373,37.362608031474245,10.701320166320166,138.41899185394868,0.2882527943647411,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,396,0.000825,0.004359333947425617,0.01619751029561528,0.016696684042319287,0.01673382524750333,-0.01673382524750333
corridor_obstacles__proposed__N200__pl10__lat000__seed4,corridor_obstacles,proposed,200,4,0.1,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.31003463360386535,0.3493691933737728,0,0.0,113,2.36501122857101e-06,0,0.0,1.0,True,69.60000000000001,0.1606714535128918,37.30772483868344,10.692900207900207,139.52593456907198,0.2905579645336776,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,105,0.00021875,0.007787096603235558,0.010456925269889306,0.010579844439700876,0.010630806626227285,-0.010630806626227285
corridor_obstacles__proposed__N200__pl10__lat050__seed0,corridor_obstacles,proposed,200,0,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.19918619408345647,0.3496697473667433,0,0.0,198,4.144001975726194e-06,0,0.0,1.0,True,69.05,0.15986522056538977,37.605765556423655,10.670654885654885,137.05248322477564,0.28540708709865814,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,88,0.00018333333333333334,0.0058039689445181335,0.010326125950502285,0.010327891950210673,0.010330252633256709,-0.010330252633256709
corridor_obstacles__proposed__N200__pl10__lat050__seed1,corridor_obstacles,proposed,200,1,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.3102976732105101,0.3459697894970193,0,0.0,124,2.5952335605557984e-06,0,0.0,1.0,True,68.55,0.16047806435779757,36.94696054275239,10.677796257796258,137.78570657037199,0.28693399952180754,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,309,0.00064375,0.006025469175295881,0.013028938971872468,0.013881608305143997,0.014030210502980811,-0.014030210502980811
corridor_obstacles__proposed__N200__pl10__lat050__seed2,corridor_obstacles,proposed,200,2,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.21331642748648377,0.3484506599313911,0,0.0,119,2.4905870460172584e-06,0,0.0,1.0,True,68.25,0.16429972067484466,37.20776936867801,10.724116424116424,140.47411686787382,0.292532521590741,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,79,0.00016458333333333334,0.006761081292842306,0.01151648765995401,0.011539885023101699,0.01154934006860886,-0.01154934006860886
corridor_obstacles__proposed__N200__pl10__lat050__seed3,corridor_obstacles,proposed,200,3,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.23181802437641674,0.3470658200367268,0,0.0,134,2.804526589632879e-06,0,0.0,1.0,True,69.95,0.16176170058602155,37.99244734037589,10.724844074844075,142.64538030000404,0.29705410308205754,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,107,0.00022291666666666667,0.005552238213136177,0.012895956774320094,0.01292266251842776,0.012934179963273174,-0.012934179963273174
corridor_obstacles__proposed__N200__pl10__lat050__seed4,corridor_obstacles,proposed,200,4,0.1,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2693330230458135,0.3476402935587223,0,0.0,137,2.867314498356003e-06,0,0.0,1.0,True,68.60000000000001,0.16091030384630423,36.83730365999576,10.71066528066528,142.02855888241902,0.29576959367434197,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,136,0.00028333333333333335,0.0063095219395650015,0.012357533747377747,0.012358548279160563,0.012359706441277707,-0.012359706441277707
corridor_obstacles__proposed__N200__pl10__lat100__seed0,corridor_obstacles,proposed,200,0,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.28697455011115514,0.3480695121169941,0,0.0,152,3.181254041971624e-06,0,0.0,1.0,True,69.10000000000001,0.15663549972738383,37.2145616464927,10.698492723492723,142.30212000990286,0.2963392753225799,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,144,0.0003,0.008518375265393192,0.011915085521982328,0.011925410661094617,0.011930487883005991,-0.011930487883005991
corridor_obstacles__proposed__N200__pl10__lat100__seed1,corridor_obstacles,proposed,200,1,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.27234316426049415,0.3353373642319257,0,0.0,118,2.46965774310955e-06,0,0.0,1.0,True,67.9,0.16293392893279773,37.61073960162762,10.708659043659043,140.7944088773802,0.29319951869508576,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,368,0.0007666666666666667,0.011452278596378618,0.024548879857698568,0.02463879656528022,0.02466263576807437,-0.02466263576807437
corridor_obstacles__proposed__N200__pl10__lat100__seed2,corridor_obstacles,proposed,200,2,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2504819002361263,0.3408326018576654,0,0.0,91,1.9045665646014328e-06,0,0.0,1.0,True,70.15,0.16498941713243542,37.475238649942014,10.712848232848232,139.5044328472577,0.2905131879368132,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,188,0.0003916666666666667,0.008525147508833182,0.019158222142075187,0.019165358333421964,0.01916739814233459,-0.01916739814233459
corridor_obstacles__proposed__N200__pl10__lat100__seed3,corridor_obstacles,proposed,200,3,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.25216627368744526,0.34408657077513993,0,0.0,133,2.783597286725171e-06,0,0.0,1.0,True,68.5,0.16031416238092716,37.20071111796936,10.733596673596674,139.53153778100386,0.29056963302999556,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,197,0.0004104166666666667,0.007195371653403723,0.015445371452730904,0.01578085633720015,0.015913429224860165,-0.015913429224860165
corridor_obstacles__proposed__N200__pl10__lat100__seed4,corridor_obstacles,proposed,200,4,0.1,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.29741002691187296,0.3491045720340953,0,0.0,123,2.5743042576480905e-06,0,0.0,1.0,True,68.35000000000001,0.1601602575191162,37.574996051386066,10.686704781704782,141.2847828278318,0.2942207055973174,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,95,0.00019791666666666666,0.004306653130373056,0.010336682956644338,0.010679938634562946,0.010895427965904814,-0.010895427965904814
corridor_obstacles__proposed__N200__pl10__lat200__seed0,corridor_obstacles,proposed,200,0,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.27277783876477946,0.3464961383877544,0,0.0,202,4.2277191873570265e-06,0,0.0,1.0,True,68.95,0.16446360359791087,38.05816732919557,10.708503118503119,140.1632669949904,0.29188518741147523,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,146,0.00030416666666666667,0.004993567370399432,0.012296653706012572,0.013151980536518384,0.013503861612245593,-0.013503861612245593
corridor_obstacles__proposed__N200__pl10__lat200__seed1,corridor_obstacles,proposed,200,1,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.282577904329903,0.343977925271011,0,0.0,152,3.181254041971624e-06,0,0.0,1.0,True,69.3,0.15685681462420875,37.3707610953396,10.695135135135136,139.77835754910484,0.29108362671617,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,173,0.00036041666666666665,0.008226083833726522,0.015931838896988015,0.01599948814674358,0.016022074728988978,-0.016022074728988978
corridor_obstacles__proposed__N200__pl10__lat200__seed2,corridor_obstacles,proposed,200,2,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.25496246577040205,0.35095855769938966,0,0.0,103,2.1557181994939295e-06,0,0.0,1.0,True,67.45,0.16054696776846922,37.0806285003576,10.692806652806652,138.84342061402276,0.2891366526739333,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,52,0.00010833333333333333,0.004428841114884042,0.008909364231128702,0.009011591308400093,0.009041442300610436,-0.009041442300610436
corridor_obstacles__proposed__N200__pl10__lat200__seed3,corridor_obstacles,proposed,200,3,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.22639174133188134,0.3397311904021747,0,0.0,130,2.720809378002047e-06,0,0.0,1.0,True,68.9,0.15811534182369005,37.598031447024574,10.727505197505197,139.94317025272176,0.29142684350837517,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,271,0.0005645833333333334,0.007931072150866565,0.020253353183747214,0.020265393012645162,0.0202688095978254,-0.0202688095978254
corridor_obstacles__proposed__N200__pl10__lat200__seed4,corridor_obstacles,proposed,200,4,0.1,200.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2868930295982578,0.3462194936217109,0,0.0,116,2.4277991372941343e-06,0,0.0,1.0,True,70.0,0.16191077284440714,37.956790074112774,10.731340956340956,139.74348725611344,0.2910110105291825,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,145,0.00030208333333333335,0.007345670486687019,0.01352587325443797,0.013709105489022298,0.013780506378289203,-0.013780506378289203
corridor_obstacles__proposed__N200__pl20__lat050__seed0,corridor_obstacles,proposed,200,0,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.30427005426882914,0.35390514643694004,0,0.0,167,3.495193585587245e-06,0,0.0,1.0,True,68.5,0.16138301869394173,37.25904365964577,9.517172557172557,139.99305031029508,0.29153071701435873,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,77,0.00016041666666666667,0.003997120807861157,0.006082104269411604,0.006088905001124614,0.006094853563060054,-0.006094853563060054
corridor_obstacles__proposed__N200__pl20__lat050__seed1,corridor_obstacles,proposed,200,1,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1975579266961626,0.33856387884562356,0,0.0,206,4.311436398987859e-06,0,0.0,1.0,True,69.0,0.1569931332889401,38.13426569532861,9.531600831600832,140.64399041282013,0.29288627741112067,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,309,0.00064375,0.011097717176752729,0.021390048743091406,0.021432317772771235,0.021436121154376542,-0.021436121154376542
corridor_obstacles__proposed__N200__pl20__lat050__seed2,corridor_obstacles,proposed,200,2,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2434125097600354,0.34233695739180403,0,0.0,168,3.516122888494953e-06,0,0.0,1.0,True,68.60000000000001,0.15869248354255863,38.03391376825628,9.494303534303535,139.12533162580803,0.28972372266932117,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,139,0.0002895833333333333,0.01069128774996165,0.017352644995990853,0.017565321664418484,0.017663042608196067,-0.017663042608196067
corridor_obstacles__proposed__N200__pl20__lat050__seed3,corridor_obstacles,proposed,200,3,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.31409225016972026,0.3405285732942154,0,0.0,149,3.1184661332484997e-06,0,0.0,1.0,True,68.60000000000001,0.1640226350121759,37.923953375448576,9.515031185031186,139.50856035668403,0.2905217833333695,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,184,0.00038333333333333334,0.009357905673535283,0.019420378928999858,0.0194554785539707,0.019471426705784722,-0.019471426705784722
corridor_obstacles__proposed__N200__pl20__lat050__seed4,corridor_obstacles,proposed,200,4,0.2,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.24153431784328946,0.3423029069690853,0,0.0,116,2.4277991372941343e-06,0,0.0,1.0,True,68.8,0.16301643174473882,37.558557250678255,9.514147609147608,142.19584693107754,0.29611796528754175,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,86,0.00017916666666666667,0.010225459248254685,0.0176848963634893,0.017692499295963216,0.017697093030914823,-0.017697093030914823
corridor_obstacles__proposed__N200__pl40__lat050__seed0,corridor_obstacles,proposed,200,0,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.21388373849926157,0.3527774469434619,0,0.0,219,4.583517336788064e-06,0,0.0,1.0,True,68.65,0.1600120072870841,37.41120282926807,7.140686070686071,139.87808631313965,0.29129130844052403,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,204,0.000425,0.004013732557271537,0.006361493142146934,0.00697751197501725,0.0072225530565381835,-0.0072225530565381835
corridor_obstacles__proposed__N200__pl40__lat050__seed1,corridor_obstacles,proposed,200,1,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.22037009174966285,0.3460499639912109,0,0.0,241,5.043962000757641e-06,0,0.0,1.0,True,69.2,0.16175433113821072,37.74538436632554,7.137380457380457,139.5615793080069,0.290632193477732,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,104,0.00021666666666666666,0.00862109046660377,0.013932181621247264,0.013945283531289014,0.01395003600878919,-0.01395003600878919
corridor_obstacles__proposed__N200__pl40__lat050__seed2,corridor_obstacles,proposed,200,2,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2649170741804428,0.3468814089129114,0,0.0,231,4.83466897168056e-06,0,0.0,1.0,True,68.45,0.15487458039316734,37.403670827495596,7.119043659043659,138.42602046299726,0.28826743120157694,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,142,0.00029583333333333333,0.005103767801091935,0.010627148462482338,0.012430491621363149,0.013118591087088571,-0.013118591087088571
corridor_obstacles__proposed__N200__pl40__lat050__seed3,corridor_obstacles,proposed,200,3,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.29182747856362373,0.3474086866805124,0,0.0,207,4.332365701895567e-06,0,0.0,1.0,True,68.15,0.1552398119737452,37.12113509042622,7.132432432432433,139.76106913713738,0.2910476241922894,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,192,0.0004,0.006274664994987476,0.012541957903704016,0.012579094912096765,0.012591313319487707,-0.012591313319487707
corridor_obstacles__proposed__N200__pl40__lat050__seed4,corridor_obstacles,proposed,200,4,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2419725613100482,0.35185376412622194,0,0.0,291,6.090427146143044e-06,0,0.0,1.0,True,68.7,0.1617295244076737,37.72130626351868,7.137297297297297,138.62573751388118,0.28868333509762845,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,153,0.00031875,0.004068783600191687,0.008085479314554967,0.008130845726280214,0.008146235873778052,-0.008146235873778052
corridor_obstacles__proposed__N500__pl00__lat000__seed0,corridor_obstacles,proposed,500,0,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.24868352423716064,0.29296765925645996,0,0.0,1283,4.2834523691280935e-06,0,0.0,1.0,True,76.2,0.24842466173413322,59.023154127167416,11.968299376299376,348.4317038799636,0.29023882039147325,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1019,0.0008491666666666667,0.022333592440701548,0.06536930277342118,0.06689572480724001,0.06703234074354003,-0.06703234074354003
corridor_obstacles__proposed__N500__pl00__lat000__seed1,corridor_obstacles,proposed,500,1,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.19567136725918438,0.29996900688732053,0,0.0,1436,4.794261576046721e-06,0,0.0,1.0,True,76.7,0.24771732315654027,58.72814574081377,11.97389604989605,355.33384184911847,0.2959882064549092,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,937,0.0007808333333333334,0.021449664025030048,0.05322822356300713,0.05896802149904151,0.060030993112679454,-0.060030993112679454
corridor_obstacles__proposed__N500__pl00__lat000__seed2,corridor_obstacles,proposed,500,2,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.21176552403158141,0.29982528959719235,0,0.0,1723,5.7524461668025766e-06,0,0.0,1.0,True,76.35000000000001,0.2468026907389891,59.631718911009166,11.973297297297297,356.76127699483186,0.2971772403122298,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,946,0.0007883333333333334,0.014394757951502229,0.05235348053605754,0.05931833806147877,0.06017471040280764,-0.06017471040280764
